StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
8/19/2021 11:27,8/19/2021 11:43,0,197.185.99.238,100,977,1,8/19/2021 11:43,R_1C8YUmYGihZvgkg,,,,,-26.38110352,27.83760071,anonymous,EN-GB,1,4,3,2,2,2,4,2,5,1,2,5,3,4,4,3,6|1|8|10|2|12|7|9|13|5|3|4|15|11|14,3,1,4,2,1,3,2,7|2|5|4|3|1|6,4,4,5,3,7,5,4,5,4,7|5|3|4|1|9|8|2|6,4,4,4,4,3,4,1,2,6|7|2|1|5|3|8|4,2,2,3,3,6,4,4,3,1,3,5,4,8|10|3|7|9|4|12|6|2|1|5|11,4,1,4,3,1,1|3|5|4|2,3,3,4,3,3|4|1|2,6,5,4,4,2|1|3,4,4,4,4,2,1,1,1,4|3|5|1|7|8|2|6,3,6|7|3|5|4|2,2,1,,1,0,,35,1,,3,0,0,3,0,,257,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:35,8/19/2021 11:43,0,217.96.210.76,100,524,1,8/19/2021 11:43,R_1EhRZuZDqoZ99b2,,,,,50.27250671,18.98060608,anonymous,EN-GB,1,4,5,4,4,5,2,3,4,4,1,4,3,5,3,5,9|14|1|8|3|4|13|7|15|6|10|2|12|5|11,4,2,5,3,2,5,5,4|1|3|2|5|6|7,7,5,7,5,3,6,2,5,2,6|2|7|9|5|1|4|3|8,1,5,1,5,1,1,1,1,7|2|4|5|1|8|3|6,5,6,6,5,5,6,7,6,1,1,2,4,7|12|4|6|11|5|2|8|3|9|10|1,5,5,1,3,1,1|4|2|5|3,1,5,6,1,1|3|4|2,7,6,5,5,2|3|1,5,5,5,5,1,1,1,3,2|7|5|4|3|1|8|6,3,7|4|2|5|6|3,2,1,,1,0,,27,0,,4,0,1,2,4,,285,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:28,8/19/2021 11:43,0,82.18.25.89,100,912,1,8/19/2021 11:43,R_1PUCl2wZzclk5S2,,,,,51.4098053,-0.024902344,anonymous,EN-GB,1,4,5,1,3,4,4,1,1,2,3,4,5,4,4,3,8|14|13|6|9|11|12|3|4|10|7|2|15|1|5,5,1,5,2,1,5,5,2|7|3|5|4|1|6,6,6,6,4,4,2,3,4,5,6|5|1|3|4|2|8|9|7,5,5,5,4,1,1,1,1,5|7|4|8|2|6|3|1,1,1,1,1,1,1,1,1,1,4,3,1,12|7|2|10|11|6|3|8|5|9|4|1,1,1,1,2,1,1|2|3|4|5,1,1,1,1,1|3|2|4,7,1,1,1,1|2|3,5,5,5,5,1,1,1,1,5|1|2|3|4|6|8|7,7,2|3|7|4|6|5,2,1,,1,0,,29,0,,4,0,2,3,0,,231,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:32,8/19/2021 11:44,0,87.206.72.115,100,736,1,8/19/2021 11:44,R_xmbyqakVIpm4Nt7,,,,,54.36010742,18.66400146,anonymous,EN-GB,1,2,4,2,5,4,4,2,3,3,3,4,3,4,2,4,10|5|12|6|4|14|15|1|2|13|7|8|11|3|9,3,2,2,3,2,4,4,2|3|7|1|6|5|4,4,5,6,4,3,5,6,5,4,8|4|6|7|3|5|2|9|1,4,5,4,4,4,2,3,5,2|5|7|6|1|3|4|8,2,3,4,4,6,5,5,4,3,6,4,5,10|5|2|4|11|3|9|1|6|7|12|8,6,6,5,6,1,5|2|4|1|3,6,6,7,5,4|1|2|3,6,6,5,6,3|1|2,4,4,5,4,3,5,2,5,2|1|5|3|6|4|8|7,3,7|3|5|2|6|4,2,1,,1,0,,20,0,,1,1,0,1,0,,284,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:29,8/19/2021 11:44,0,90.167.42.158,100,909,1,8/19/2021 11:44,R_3k1yQTMPt2LU4ir,,,,,39.49229431,-0.404602051,anonymous,EN-GB,1,3,3,1,4,4,1,2,4,4,2,3,2,4,1,2,7|13|2|10|14|9|5|3|6|11|12|4|8|1|15,2,3,4,3,1,3,3,1|5|4|3|6|2|7,4,4,5,3,4,7,5,3,6,3|8|9|4|2|6|1|5|7,3,4,4,4,1,2,2,2,4|2|7|8|5|1|6|3,1,1,1,1,3,2,1,1,1,2,2,4,10|4|8|5|2|7|1|9|11|6|12|3,1,1,1,2,1,1|4|3|2|5,1,2,1,1,4|3|1|2,4,2,2,2,2|3|1,3,4,4,4,1,3,2,3,6|5|3|4|7|2|8|1,7,7|6|2|5|4|3,2,1,,1,0,,38,0,,4,0,2,1,0,,212,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:18,8/19/2021 11:44,0,151.73.177.101,100,1572,1,8/19/2021 11:44,R_2D5MhxHyFvPAUjj,,,,,41.07049561,14.3269043,anonymous,EN-GB,1,4,4,4,4,5,2,1,4,3,2,3,3,4,3,3,13|3|8|7|9|15|11|6|4|12|1|2|14|5|10,4,1,4,1,1,4,4,2|5|6|4|7|1|3,5,4,5,3,4,4,4,3,5,9|4|2|3|1|7|6|5|8,4,4,3,4,2,2,1,2,6|5|7|4|2|1|3|8,1,1,1,1,1,1,1,1,1,2,1,1,3|1|12|8|11|10|4|6|7|2|9|5,1,1,1,3,1,1|3|2|4|5,2,1,3,1,3|4|2|1,4,2,1,1,2|3|1,4,4,4,4,2,2,2,2,6|5|4|2|1|8|7|3,7,2|5|4|3|6|7,2,1,,1,0,,19,0,,0,1,0,4,3,,210,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:33,8/19/2021 11:44,0,31.0.85.252,100,664,1,8/19/2021 11:44,R_yKs0lfNLKfMn8sx,,,,,52.23939514,21.03619385,anonymous,EN-GB,1,5,2,1,2,3,1,2,2,2,4,2,3,4,4,2,11|12|4|2|10|9|3|6|14|15|1|8|13|5|7,2,3,4,3,2,2,2,5|7|4|1|2|6|3,4,2,2,2,7,7,5,5,5,7|3|5|1|2|4|6|9|8,5,4,4,5,5,1,4,2,7|6|1|3|5|8|2|4,1,1,1,2,3,1,2,1,1,4,2,5,12|3|6|2|10|1|7|9|11|4|8|5,2,5,5,4,1,4|1|5|3|2,3,2,4,3,1|3|2|4,6,4,2,2,3|1|2,4,4,5,4,5,1,4,1,3|7|5|8|1|4|6|2,7,4|6|3|2|5|7,2,1,,1,1,,25,0,,4,0,2,0,0,,232,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:29,8/19/2021 11:44,0,151.226.185.242,100,930,1,8/19/2021 11:44,R_31QJUy4BV0Wf0yI,,,,,53.58149719,-2.17779541,anonymous,EN-GB,1,5,5,2,5,3,4,2,3,4,3,1,1,4,4,3,4|8|7|12|3|13|6|10|2|9|5|14|11|1|15,2,4,4,4,2,3,4,4|2|5|3|1|7|6,2,1,1,2,7,7,7,7,6,9|2|1|3|7|5|6|4|8,5,5,3,3,2,2,4,4,8|7|6|4|2|1|5|3,7,5,6,5,6,5,6,6,3,5,4,1,4|3|5|10|1|8|7|6|12|2|9|11,6,6,6,6,1,3|1|2|4|5,6,6,4,1,3|4|1|2,4,7,7,7,2|1|3,4,5,4,5,3,3,3,3,1|2|5|7|8|6|3|4,3,3|6|4|7|2|5,2,1,,1,0,,46,0,,0,0,0,0,0,,301,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:27,8/19/2021 11:45,0,46.204.56.140,100,1075,1,8/19/2021 11:45,R_2wc85QETMPxbTJx,,,,,52.24839783,21.00259399,anonymous,EN-GB,1,3,3,1,2,5,4,4,3,5,3,2,3,5,1,4,12|5|9|15|7|13|3|1|2|11|4|10|8|14|6,1,5,3,3,1,3,2,5|1|2|3|6|4|7,4,5,5,2,7,7,6,4,6,3|8|4|2|7|1|5|6|9,2,3,3,2,3,3,5,3,7|4|5|3|2|8|1|6,2,1,1,1,1,1,1,1,1,1,1,1,9|2|12|5|10|3|1|7|11|8|4|6,4,4,5,4,1,5|2|3|1|4,1,1,4,1,4|3|1|2,4,5,5,5,1|2|3,2,3,3,2,3,4,3,2,7|6|4|1|8|5|2|3,3,3|7|2|5|6|4,2,1,,2,0,,18,0,,0,0,2,4,0,,213,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:34,8/19/2021 11:45,0,184.56.153.191,100,630,1,8/19/2021 11:45,R_11cNqpDINKLXAev,,,,,41.44810486,-82.0177002,anonymous,EN-GB,1,5,2,5,5,5,1,3,5,5,2,1,1,1,2,4,11|3|12|2|10|13|15|6|7|1|14|4|5|9|8,4,4,4,2,2,3,3,3|5|2|6|7|4|1,4,3,4,2,7,6,6,7,4,7|2|9|1|8|3|5|4|6,4,4,3,3,4,4,4,3,5|6|3|4|2|7|8|1,1,1,1,1,2,2,1,1,1,1,1,1,8|6|2|12|11|9|5|10|3|7|4|1,3,2,2,3,1,4|1|5|2|3,1,1,2,1,2|1|4|3,2,5,3,3,2|3|1,4,4,2,3,4,4,4,3,3|4|1|6|8|2|5|7,3,5|4|7|3|2|6,2,1,,1,0,,21,0,,0,1,0,0,6,Biromantic Asexual,197,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:36,8/19/2021 11:45,0,91.228.138.170,100,544,1,8/19/2021 11:45,R_3kpj9yVokNX4AsZ,,,,,52.22950745,19.35519409,anonymous,EN-GB,1,4,4,2,4,5,4,5,2,4,1,4,1,4,3,5,15|9|8|7|11|4|1|3|2|12|10|6|14|5|13,4,2,4,2,2,4,4,3|6|1|2|5|4|7,5,5,5,3,6,7,3,2,3,6|5|3|7|9|4|2|8|1,4,4,4,4,1,1,1,2,4|3|6|7|1|5|2|8,1,1,1,1,4,1,1,1,1,2,1,1,10|9|12|1|8|5|6|4|3|2|11|7,1,1,1,1,1,4|5|1|2|3,1,1,1,1,1|4|3|2,4,4,1,1,1|3|2,4,4,4,4,1,1,1,1,8|1|4|6|2|7|5|3,3,6|4|3|5|7|2,2,1,,1,1,,32,0,,3,0,2,2,0,,220,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:25,8/19/2021 11:45,0,77.254.244.97,100,1190,1,8/19/2021 11:45,R_AoGEvdHQUSXYNLX,,,,,51.09550476,17.02589417,anonymous,EN-GB,1,3,3,4,3,4,2,3,2,4,4,3,4,4,2,4,3|10|13|2|12|5|14|8|9|15|11|4|1|6|7,3,2,3,4,2,3,3,5|3|4|2|7|6|1,5,2,4,3,2,2,2,1,4,1|3|4|7|8|6|5|2|9,1,5,4,4,5,1,1,1,4|8|6|1|5|7|3|2,1,1,1,1,1,1,1,1,1,2,1,1,4|7|6|2|3|12|5|9|10|1|11|8,3,3,1,5,1,2|3|5|1|4,1,1,2,1,1|4|2|3,4,2,1,1,3|2|1,5,5,4,5,1,1,1,2,6|5|1|7|3|4|8|2,7,2|5|7|6|4|3,2,1,,1,0,,29,0,,3,0,1,2,0,,201,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:34,8/19/2021 11:45,0,79.168.135.190,100,668,1,8/19/2021 11:45,R_1ild41qK7epLAG0,,,,,38.68389893,-9.310195923,anonymous,EN-GB,1,5,4,1,2,4,4,2,4,1,3,4,2,5,4,5,15|12|13|8|14|1|10|2|5|6|9|4|3|11|7,3,3,4,2,2,3,2,1|3|7|2|4|6|5,7,7,7,6,1,1,1,1,1,1|7|8|3|6|2|5|4|9,5,5,5,5,1,1,1,1,7|8|5|1|6|4|2|3,1,1,7,7,5,2,1,1,1,3,1,1,8|6|3|10|5|9|12|2|1|7|4|11,7,7,7,7,1,2|1|4|3|5,1,1,4,1,1|2|3|4,7,6,4,4,2|1|3,5,5,5,5,1,1,1,1,7|6|8|2|4|1|5|3,3,5|7|3|2|4|6,2,1,,1,1,,23,0,,3,1,0,2,0,,245,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:35,8/19/2021 11:45,0,71.45.137.136,100,613,1,8/19/2021 11:45,R_3egWVgdMMB6Gvhs,,,,,33.32400513,-86.96990204,anonymous,EN-GB,1,3,4,3,2,5,3,2,5,3,1,3,4,3,4,3,14|15|2|1|7|12|8|13|10|11|3|4|9|5|6,3,2,3,4,2,3,3,3|6|5|4|2|7|1,7,5,5,3,4,4,4,6,6,8|7|1|2|6|3|4|5|9,4,4,5,4,2,2,1,2,5|2|3|4|1|6|8|7,1,1,1,1,1,1,1,1,1,1,1,1,3|1|9|7|5|2|6|11|4|12|8|10,1,1,1,2,1,2|4|3|1|5,1,1,1,1,3|1|2|4,4,2,1,1,1|3|2,3,4,3,4,3,2,1,2,3|5|6|7|4|8|1|2,7,3|2|6|5|4|7,2,1,,1,1,,23,0,,0,1,2,4,0,,196,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:27,8/19/2021 11:46,0,88.104.48.225,100,1106,1,8/19/2021 11:46,R_1LTIrPKlMZztW4T,,,,,56.35870361,-3.07510376,anonymous,EN-GB,1,4,4,2,5,4,2,2,4,3,4,2,4,4,3,4,13|12|5|11|3|8|7|9|10|14|6|4|2|15|1,4,3,4,4,2,4,4,3|7|4|5|2|6|1,5,5,5,5,5,6,6,5,6,9|7|2|8|3|1|5|6|4,4,4,4,4,1,4,2,3,1|7|8|5|4|2|6|3,1,1,1,1,1,1,1,1,1,1,1,1,12|5|1|3|4|10|7|11|2|9|6|8,1,1,1,1,1,3|4|2|5|1,1,1,1,1,2|3|1|4,3,1,1,1,2|1|3,4,4,4,4,2,2,4,2,1|3|4|7|5|6|2|8,7,2|4|6|5|3|7,2,1,,1,0,,29,0,,3,0,2,4,4,,202,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:29,8/19/2021 11:46,0,89.153.195.63,100,967,1,8/19/2021 11:46,R_12JbcdIw6XAuF1U,,,,,41.55149841,-8.420394897,anonymous,EN-GB,1,5,4,4,5,4,2,3,5,3,2,3,4,3,2,5,6|15|12|11|13|3|1|14|8|5|9|4|10|7|2,4,1,4,4,1,5,5,3|5|1|4|7|6|2,5,1,6,2,6,4,7,5,7,9|4|3|1|7|2|8|6|5,3,5,5,5,3,2,4,2,2|4|5|3|1|7|6|8,5,1,2,2,6,4,2,2,1,6,5,3,7|8|11|5|12|1|10|3|4|2|6|9,5,4,5,3,1,4|2|3|1|5,2,4,4,2,1|4|3|2,5,7,7,7,2|3|1,3,4,4,4,3,2,4,3,2|3|4|5|8|7|1|6,3,7|3|5|2|4|6,2,1,,1,1,,23,0,,3,1,2,1,1,,276,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:36,8/19/2021 11:46,0,81.130.198.92,100,591,1,8/19/2021 11:46,R_3sje1YWCFxV2Fiz,,,,,50.3881073,-4.132400513,anonymous,EN-GB,1,3,5,1,1,1,5,3,1,1,3,3,2,1,5,4,4|10|9|14|3|1|13|12|8|2|15|6|5|11|7,2,1,4,1,2,1,1,7|5|3|1|6|2|4,1,1,2,1,7,5,1,1,1,9|6|5|1|4|7|8|2|3,5,4,4,4,1,1,1,2,1|7|8|4|2|6|3|5,1,2,4,2,4,4,2,2,2,5,5,4,6|12|10|5|11|8|7|4|9|3|2|1,4,4,5,5,1,3|4|5|1|2,3,3,3,3,4|1|2|3,4,5,5,5,1|2|3,4,4,4,4,1,1,1,2,6|2|5|3|4|8|7|1,,4|6|7|2|3|5,2,2,video was intermittent,1,1,,34,0,,4,0,2,3,0,,262,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:36,8/19/2021 11:46,0,212.129.86.63,100,586,1,8/19/2021 11:46,R_2QSP0x0u1r94o0A,,,,,53.3381958,-6.259094238,anonymous,EN-GB,1,5,5,2,4,2,1,1,4,3,4,4,5,4,2,2,7|1|2|4|10|6|14|13|5|12|8|11|15|3|9,5,2,4,1,1,5,5,5|2|1|4|3|7|6,7,5,5,4,3,3,5,5,4,2|5|6|4|3|8|9|1|7,4,4,4,4,3,1,3,2,8|7|3|2|4|6|1|5,5,2,7,7,7,5,7,4,6,4,3,3,2|8|1|3|9|4|5|11|12|10|6|7,7,7,6,4,1,2|3|4|5|1,5,7,7,7,2|4|3|1,7,7,7,7,1|2|3,4,4,3,4,2,2,4,2,8|6|5|2|7|4|1|3,3,6|2|5|4|3|7,2,1,,1,0,,40,0,,3,0,2,4,0,,309,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:33,8/19/2021 11:46,0,176.103.33.82,100,804,1,8/19/2021 11:46,R_3L6k6w2umoAais1,,,,,52.49099731,19.02780151,anonymous,EN-GB,1,3,3,2,4,3,2,3,1,2,3,4,3,3,4,4,1|8|13|2|11|3|4|6|10|14|7|5|9|15|12,2,2,3,2,2,4,3,3|1|6|5|7|4|2,4,2,3,4,5,3,3,2,5,1|4|8|6|9|5|3|2|7,4,3,4,3,2,2,2,3,6|5|3|7|2|8|1|4,5,5,3,4,5,5,2,3,2,6,2,3,7|11|5|12|8|9|3|2|4|10|1|6,7,5,7,5,1,2|5|4|1|3,5,4,5,5,3|2|4|1,6,5,5,5,2|3|1,4,4,4,4,2,2,1,2,2|3|4|8|5|1|7|6,3,2|6|4|5|3|7,1,1,,1,0,,23,0,,3,1,0,0,0,,273,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:34,8/19/2021 11:46,0,89.230.207.184,100,695,1,8/19/2021 11:46,R_DIh8iqkjr07B9Ad,,,,,51.23269653,22.53120422,anonymous,EN-GB,1,3,4,1,2,5,1,2,2,1,2,4,4,5,1,4,3|12|10|15|13|8|5|11|4|1|2|14|7|9|6,4,2,5,3,2,4,4,4|3|7|5|6|1|2,5,3,5,5,6,6,1,1,1,4|8|2|1|6|7|9|3|5,5,5,5,5,1,1,1,1,2|8|4|1|3|6|7|5,2,2,2,2,3,3,1,1,1,7,1,4,4|6|8|12|2|1|5|10|7|11|3|9,3,2,3,4,1,5|2|1|4|3,1,1,1,1,2|1|3|4,7,2,2,3,3|2|1,5,5,5,5,1,1,1,1,8|6|2|4|7|5|3|1,7,5|2|4|3|6|7,2,1,,1,1,,34,0,,1,0,2,2,0,,246,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:36,8/19/2021 11:46,0,90.157.194.76,100,569,1,8/19/2021 11:46,R_56jDzbAcNLXSKXf,,,,,46.05029297,14.5045929,anonymous,EN-GB,1,5,3,5,2,1,1,4,5,2,1,1,2,3,4,2,12|8|11|2|3|15|6|7|1|9|10|13|5|14|4,1,4,4,1,1,1,4,5|3|1|2|4|6|7,6,5,2,3,6,6,2,4,1,3|5|7|1|9|2|6|8|4,4,3,4,1,1,1,2,1,4|7|6|3|5|2|1|8,5,1,1,1,5,1,2,1,2,6,5,1,11|9|2|1|4|10|5|12|3|6|8|7,3,5,1,4,1,2|4|3|5|1,1,1,1,1,1|3|2|4,6,5,5,6,1|2|3,4,3,3,2,1,1,1,1,1|6|5|3|4|7|2|8,3,7|4|6|3|2|5,2,1,,1,1,,25,0,,0,0,0,2,5,,218,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:38,8/19/2021 11:46,0,89.132.253.171,100,489,1,8/19/2021 11:46,R_e4CoYlNUsOYRZaV,,,,,47.52319336,21.63340759,anonymous,EN-GB,1,4,4,2,3,4,2,2,3,3,2,3,4,3,4,4,1|4|14|9|11|7|15|13|2|12|6|3|8|10|5,4,2,4,2,2,4,3,7|6|5|1|2|4|3,4,1,2,1,7,6,5,2,2,9|2|6|5|1|3|4|8|7,3,3,3,2,2,2,2,4,5|1|8|4|2|3|6|7,2,2,2,2,1,1,2,1,1,2,4,3,4|3|10|8|6|1|2|9|5|12|11|7,2,2,2,3,1,4|5|2|3|1,3,2,3,3,4|2|3|1,4,3,3,3,3|1|2,2,2,3,3,2,3,2,2,1|5|8|4|3|2|6|7,7,4|5|3|2|7|6,2,1,,1,1,,20,4,,3,1,1,0,0,,227,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:24,8/19/2021 11:46,0,37.248.155.152,100,1342,1,8/19/2021 11:46,R_1f3IpH32sye1zWf,,,,,52.23939514,21.03619385,anonymous,EN-GB,1,3,4,5,2,3,3,5,5,1,1,3,3,1,1,4,7|6|12|14|4|11|15|8|3|10|13|2|9|1|5,3,1,4,3,1,3,4,3|5|6|7|1|4|2,2,1,4,1,7,7,4,5,5,1|3|2|6|9|4|8|5|7,4,5,4,4,5,1,1,3,5|3|1|6|7|4|2|8,4,4,4,2,6,6,1,1,1,1,4,7,7|3|11|6|5|12|9|8|1|10|2|4,7,4,7,1,1,3|5|2|1|4,1,1,1,1,4|2|1|3,7,7,7,7,1|2|3,5,5,5,4,4,1,1,3,6|8|2|1|3|7|5|4,3,5|3|6|4|2|7,2,1,,1,1,,24,0,,3,0,1,2,0,,273,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
